Dataset,Split Num,Optimized validation AUC,Optimized test AUC,Ideal test AUC,Optimized num samples,Ideal num samples
abalone9-18,2,0.877906976744186,0.7083815028901734,0.7641618497109826,-1,-1
abalone9-18,3,0.8604651162790697,0.7554913294797689,0.7641618497109826,-1,-1
abalone9-18,4,0.8866279069767442,0.8026011560693641,0.819942196531792,-1,-1
abalone9-18,5,0.8895348837209303,0.8141618497109826,0.8141618497109826,-1,-1
abalone9-18,6,0.9132947976878613,0.6080866807610994,0.6931818181818181,-1,-1
abalone9-18,7,0.9017341040462428,0.7589852008456659,0.8044397463002114,-1,-1
abalone9-18,8,0.9046242774566474,0.8895348837209303,0.8895348837209303,-1,-1
abalone9-18,9,0.8988439306358381,0.7473572938689218,0.7869978858350952,-1,-1
abalone9-18,10,0.9132947976878613,0.7241014799154334,0.7328224101479915,-1,-1
abalone9-18,11,0.9132947976878613,0.7299154334038055,0.7869978858350952,-1,-1
abalone9-18,12,0.8872832369942196,0.7124735729386893,0.78884778012685,-1,-1
abalone9-18,13,0.9098837209302326,0.634393063583815,0.6872832369942197,-1,-1
abalone9-18,14,0.8815028901734104,0.6582980972515855,0.7917547568710359,-1,-1
abalone9-18,15,0.9011627906976744,0.7046242774566475,0.7046242774566475,-1,-1
abalone9-18,16,0.9040697674418605,0.711271676300578,0.7228323699421966,-1,-1
abalone9-18,17,0.9040697674418605,0.6728323699421965,0.784393063583815,-1,-1
abalone9-18,18,0.9069767441860466,0.6997109826589595,0.7228323699421966,-1,-1
abalone9-18,19,0.907514450867052,0.7531712473572939,0.8073467230443975,-1,-1
abalone9-18,20,0.9186046511627907,0.7583815028901735,0.7786127167630059,-1,-1
abalone9-18,21,0.8866279069767442,0.8497109826589595,0.8526011560693642,-1,-1
abalone9-18,22,0.9244186046511628,0.7228323699421966,0.784393063583815,-1,-1
abalone9-18,23,0.9104046242774567,0.8469873150105709,0.861522198731501,-1,-1
abalone9-18,24,0.8757225433526011,0.8604651162790697,0.8604651162790697,-1,-1
abalone9-18,25,0.9040697674418605,0.7228323699421966,0.7228323699421966,-1,-1
abalone9-18,26,0.907514450867052,0.8131606765327697,0.861522198731501,-1,-1
abalone9-18,27,0.9098837209302326,0.7459537572254336,0.7815028901734105,-1,-1
abalone9-18,28,0.8930635838150289,0.8295454545454546,0.8295454545454546,-1,-1
abalone9-18,29,0.8953488372093023,0.7641618497109826,0.7641618497109826,-1,-1
abalone9-18,30,0.9098837209302326,0.7815028901734105,0.8315028901734104,-1,-1
cleveland-0_vs_4,0,0.9249999999999999,0.9125,0.9375,-1,-1
cleveland-0_vs_4,1,0.9500000000000001,0.9,0.9,-1,-1
cleveland-0_vs_4,2,0.9874999999999999,0.9249999999999999,0.9625,-1,-1
cleveland-0_vs_4,3,0.9375,0.85,0.8875000000000001,-1,-1
cleveland-0_vs_4,4,0.9249999999999999,0.9125,0.9375,-1,-1
cleveland-0_vs_4,5,0.9625,0.8875000000000001,0.8875000000000001,-1,-1
cleveland-0_vs_4,6,0.9375,0.9249999999999999,0.9375,-1,-1
cleveland-0_vs_4,7,0.9500000000000001,0.9,0.9375,-1,-1
cleveland-0_vs_4,8,0.9625,0.825,0.875,-1,-1
cleveland-0_vs_4,9,0.9125,0.8625,0.8625,-1,-1
cleveland-0_vs_4,10,0.9625,0.9500000000000001,0.9500000000000001,-1,-1
cleveland-0_vs_4,11,0.9500000000000001,0.9249999999999999,0.9249999999999999,-1,-1
cleveland-0_vs_4,12,0.9625,0.7708333333333333,0.9500000000000001,-1,-1
cleveland-0_vs_4,13,0.975,0.85,0.9125,-1,-1
cleveland-0_vs_4,14,0.9500000000000001,0.9249999999999999,0.9625,-1,-1
cleveland-0_vs_4,15,0.975,0.9125,0.9125,-1,-1
cleveland-0_vs_4,16,0.975,0.9,0.9249999999999999,-1,-1
cleveland-0_vs_4,17,0.9625,0.8625,0.8625,-1,-1
cleveland-0_vs_4,18,0.9249999999999999,0.85,0.8875000000000001,-1,-1
cleveland-0_vs_4,19,0.9625,0.9249999999999999,0.9375,-1,-1
cleveland-0_vs_4,20,0.9249999999999999,0.8875000000000001,0.9375,-1,-1
cleveland-0_vs_4,21,0.975,0.9500000000000001,0.9500000000000001,-1,-1
cleveland-0_vs_4,22,0.9625,0.9500000000000001,0.9625,-1,-1
cleveland-0_vs_4,23,0.9,0.9125,0.9375,-1,-1
cleveland-0_vs_4,24,0.9874999999999999,0.9375,0.975,-1,-1
cleveland-0_vs_4,25,0.975,0.875,0.9375,-1,-1
cleveland-0_vs_4,26,0.9500000000000001,0.9375,0.9500000000000001,-1,-1
cleveland-0_vs_4,27,0.975,0.9249999999999999,0.9500000000000001,-1,-1
cleveland-0_vs_4,28,0.9874999999999999,0.9625,0.9625,-1,-1
cleveland-0_vs_4,29,0.9500000000000001,0.9,0.9125,-1,-1
cleveland-0_vs_4,30,0.9625,0.8875000000000001,0.9249999999999999,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,0,0.9144736842105263,0.935064935064935,0.9415584415584415,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,1,0.9675324675324675,0.8980263157894737,0.9046052631578948,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,2,0.935064935064935,0.9210526315789473,0.9342105263157895,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,3,0.9675324675324675,0.935064935064935,0.935064935064935,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,4,0.987012987012987,0.8092105263157895,0.8092105263157895,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,5,0.9675324675324675,0.9090909090909091,0.9090909090909091,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,6,0.9545454545454545,0.922077922077922,0.9415584415584415,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,7,0.9675324675324675,0.9675324675324675,0.9675324675324675,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,8,0.9671052631578948,0.8376623376623377,0.8701298701298701,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,9,0.9736842105263158,0.7662337662337663,0.8831168831168831,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,10,0.9545454545454545,0.9155844155844156,0.935064935064935,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,11,0.9802631578947368,0.8246753246753248,0.8896103896103896,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,12,0.9802631578947368,0.8441558441558443,0.8831168831168831,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,13,0.9805194805194805,0.8896103896103896,0.9090909090909091,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,14,0.935064935064935,0.935064935064935,0.935064935064935,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,15,0.9805194805194805,0.8421052631578948,0.8486842105263158,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,16,0.9671052631578948,0.9545454545454545,0.974025974025974,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,17,0.9934210526315789,0.8896103896103896,0.9025974025974026,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,18,0.9285714285714286,0.8947368421052632,0.9342105263157895,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,19,0.9805194805194805,0.8651315789473685,0.8980263157894737,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,20,0.948051948051948,0.9078947368421052,0.9407894736842105,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,21,0.9736842105263158,0.9285714285714286,0.9285714285714286,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,22,0.974025974025974,0.8831168831168831,0.948051948051948,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,23,0.9671052631578948,0.9545454545454545,0.974025974025974,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,24,0.987012987012987,0.8896103896103896,0.8896103896103896,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,25,0.9805194805194805,0.7532467532467532,0.8506493506493508,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,26,0.948051948051948,0.9210526315789473,0.9210526315789473,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,27,0.974025974025974,0.9605263157894737,0.9605263157894737,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,28,0.974025974025974,0.9415584415584415,0.948051948051948,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,29,0.974025974025974,0.9025974025974026,0.9025974025974026,-1,-1
ecoli-0-1-4-7_vs_2-3-5-6,30,0.9545454545454545,0.9090909090909091,0.961038961038961,-1,-1
ecoli-0-1-4-7_vs_5-6,0,0.9805194805194805,0.8517316017316018,0.8712121212121212,-1,-1
ecoli-0-1-4-7_vs_5-6,1,0.9675324675324675,0.9090909090909091,0.9415584415584415,-1,-1
ecoli-0-1-4-7_vs_5-6,2,0.9935064935064934,0.8712121212121212,0.8777056277056277,-1,-1
ecoli-0-1-4-7_vs_5-6,3,0.987012987012987,0.7683982683982683,0.7878787878787877,-1,-1
ecoli-0-1-4-7_vs_5-6,4,0.9675324675324675,0.8841991341991342,0.8841991341991342,-1,-1
ecoli-0-1-4-7_vs_5-6,5,0.9805194805194805,0.9415584415584415,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,6,0.987012987012987,0.8452380952380953,0.8582251082251082,-1,-1
ecoli-0-1-4-7_vs_5-6,7,0.9935064935064934,0.922077922077922,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,8,0.961038961038961,0.935064935064935,0.9675324675324675,-1,-1
ecoli-0-1-4-7_vs_5-6,9,0.9675324675324675,0.9545454545454545,0.974025974025974,-1,-1
ecoli-0-1-4-7_vs_5-6,10,0.9805194805194805,0.9675324675324675,0.9805194805194805,-1,-1
ecoli-0-1-4-7_vs_5-6,11,0.9675324675324675,0.8971861471861473,0.9036796536796537,-1,-1
ecoli-0-1-4-7_vs_5-6,12,0.987012987012987,0.9285714285714286,0.935064935064935,-1,-1
ecoli-0-1-4-7_vs_5-6,13,0.948051948051948,0.8841991341991342,0.9101731601731603,-1,-1
ecoli-0-1-4-7_vs_5-6,14,0.961038961038961,0.935064935064935,0.948051948051948,-1,-1
ecoli-0-1-4-7_vs_5-6,15,0.974025974025974,0.9545454545454545,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,16,0.961038961038961,0.9545454545454545,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,17,0.974025974025974,0.9415584415584415,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,18,0.9935064935064934,0.8647186147186148,0.8712121212121212,-1,-1
ecoli-0-1-4-7_vs_5-6,19,0.974025974025974,0.922077922077922,0.9285714285714286,-1,-1
ecoli-0-1-4-7_vs_5-6,20,0.9935064935064934,0.9545454545454545,0.9675324675324675,-1,-1
ecoli-0-1-4-7_vs_5-6,21,0.961038961038961,0.9415584415584415,0.9675324675324675,-1,-1
ecoli-0-1-4-7_vs_5-6,22,0.987012987012987,0.8647186147186148,0.9155844155844156,-1,-1
ecoli-0-1-4-7_vs_5-6,23,0.987012987012987,0.8582251082251082,0.8777056277056277,-1,-1
ecoli-0-1-4-7_vs_5-6,24,0.9805194805194805,0.922077922077922,0.948051948051948,-1,-1
ecoli-0-1-4-7_vs_5-6,25,0.9935064935064934,0.922077922077922,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,26,0.9805194805194805,0.9415584415584415,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,27,0.9935064935064934,0.948051948051948,0.974025974025974,-1,-1
ecoli-0-1-4-7_vs_5-6,28,0.987012987012987,0.9545454545454545,0.9545454545454545,-1,-1
ecoli-0-1-4-7_vs_5-6,29,0.987012987012987,0.9545454545454545,0.9675324675324675,-1,-1
ecoli-0-1-4-7_vs_5-6,30,0.9935064935064934,0.961038961038961,0.974025974025974,-1,-1
ecoli-0-2-6-7_vs_3-5,0,0.9600000000000001,0.8509803921568627,0.8607843137254902,-1,-1
ecoli-0-2-6-7_vs_3-5,1,0.99,0.8019607843137255,0.8215686274509804,-1,-1
ecoli-0-2-6-7_vs_3-5,2,0.9600000000000001,0.8823529411764706,0.892156862745098,-1,-1
ecoli-0-2-6-7_vs_3-5,3,0.98,0.8313725490196079,0.8607843137254902,-1,-1
ecoli-0-2-6-7_vs_3-5,4,0.9215686274509804,0.91,0.97,-1,-1
ecoli-0-2-6-7_vs_3-5,5,0.99,0.8215686274509804,0.8705882352941177,-1,-1
ecoli-0-2-6-7_vs_3-5,6,0.9509803921568628,0.9600000000000001,0.98,-1,-1
ecoli-0-2-6-7_vs_3-5,7,0.9803921568627452,0.9299999999999999,0.97,-1,-1
ecoli-0-2-6-7_vs_3-5,8,0.9607843137254902,0.7866666666666666,0.94,-1,-1
ecoli-0-2-6-7_vs_3-5,9,0.98,0.7705882352941177,0.9607843137254902,-1,-1
ecoli-0-2-6-7_vs_3-5,10,0.9705882352941176,0.7833333333333333,0.7933333333333332,-1,-1
ecoli-0-2-6-7_vs_3-5,11,0.9901960784313725,0.8566666666666668,0.8766666666666668,-1,-1
ecoli-0-2-6-7_vs_3-5,12,0.9607843137254902,0.8033333333333332,0.8966666666666667,-1,-1
ecoli-0-2-6-7_vs_3-5,13,0.9600000000000001,0.6823529411764706,0.7509803921568629,-1,-1
ecoli-0-2-6-7_vs_3-5,14,0.9607843137254902,0.7533333333333333,0.7633333333333332,-1,-1
ecoli-0-2-6-7_vs_3-5,15,0.9607843137254902,0.7633333333333332,0.8566666666666668,-1,-1
ecoli-0-2-6-7_vs_3-5,16,0.97,0.8509803921568627,0.8705882352941177,-1,-1
ecoli-0-2-6-7_vs_3-5,17,0.99,0.7509803921568629,0.8509803921568627,-1,-1
ecoli-0-2-6-7_vs_3-5,18,0.9705882352941176,0.9199999999999999,0.9299999999999999,-1,-1
ecoli-0-2-6-7_vs_3-5,19,0.9600000000000001,0.8215686274509804,0.8313725490196079,-1,-1
ecoli-0-2-6-7_vs_3-5,20,0.9509803921568628,0.7533333333333333,0.8566666666666668,-1,-1
ecoli-0-2-6-7_vs_3-5,21,0.9500000000000001,0.9215686274509804,0.9509803921568628,-1,-1
ecoli-0-2-6-7_vs_3-5,22,0.9803921568627452,0.8166666666666668,0.8366666666666667,-1,-1
ecoli-0-2-6-7_vs_3-5,23,0.9509803921568628,0.68,0.7633333333333332,-1,-1
ecoli-0-2-6-7_vs_3-5,24,0.9509803921568628,0.8266666666666668,0.8766666666666668,-1,-1
ecoli-0-2-6-7_vs_3-5,25,0.9705882352941176,0.8466666666666667,0.8566666666666668,-1,-1
ecoli-0-2-6-7_vs_3-5,26,0.9607843137254902,0.8466666666666667,0.91,-1,-1
ecoli-0-2-6-7_vs_3-5,27,0.99,0.8411764705882352,0.8411764705882352,-1,-1
ecoli-0-2-6-7_vs_3-5,28,0.9607843137254902,0.9199999999999999,0.9500000000000001,-1,-1
ecoli-0-2-6-7_vs_3-5,29,0.97,0.9509803921568628,0.9607843137254902,-1,-1
ecoli-0-2-6-7_vs_3-5,30,1.0,0.8966666666666667,0.9066666666666667,-1,-1
ecoli-0-4-6_vs_5,0,0.9782608695652174,0.8782608695652174,1.0,-1,-1
ecoli-0-4-6_vs_5,1,0.9891304347826088,0.9239130434782609,0.9239130434782609,-1,-1
ecoli-0-4-6_vs_5,2,0.9782608695652174,0.9347826086956521,0.9456521739130435,-1,-1
ecoli-0-4-6_vs_5,3,0.9782608695652174,0.8782608695652174,0.8782608695652174,-1,-1
ecoli-0-4-6_vs_5,4,0.9782608695652174,0.8673913043478261,0.8673913043478261,-1,-1
ecoli-0-4-6_vs_5,5,0.9565217391304348,0.9239130434782609,0.9456521739130435,-1,-1
ecoli-0-4-6_vs_5,6,0.9782608695652174,0.8347826086956522,0.8456521739130435,-1,-1
ecoli-0-4-6_vs_5,7,1.0,0.8347826086956522,0.8347826086956522,-1,-1
ecoli-0-4-6_vs_5,8,0.9891304347826088,0.9456521739130435,0.9456521739130435,-1,-1
ecoli-0-4-6_vs_5,9,0.9782608695652174,0.891304347826087,0.9456521739130435,-1,-1
ecoli-0-4-6_vs_5,10,0.9782608695652174,0.8347826086956522,0.8673913043478261,-1,-1
ecoli-0-4-6_vs_5,11,0.9565217391304348,0.9347826086956521,0.9782608695652174,-1,-1
ecoli-0-4-6_vs_5,12,0.9891304347826088,0.9239130434782609,0.9673913043478262,-1,-1
ecoli-0-4-6_vs_5,13,0.9673913043478262,0.9673913043478262,0.9891304347826088,-1,-1
ecoli-0-4-6_vs_5,14,0.9456521739130435,0.8130434782608696,0.9673913043478262,-1,-1
ecoli-0-4-6_vs_5,15,0.9891304347826088,0.9347826086956521,0.9782608695652174,-1,-1
ecoli-0-4-6_vs_5,16,0.9673913043478262,0.7347826086956522,0.8347826086956522,-1,-1
ecoli-0-4-6_vs_5,17,0.9891304347826088,0.7891304347826087,0.7891304347826087,-1,-1
ecoli-0-4-6_vs_5,18,0.9891304347826088,0.9782608695652174,0.9782608695652174,-1,-1
ecoli-0-4-6_vs_5,19,0.9782608695652174,0.7673913043478262,0.7782608695652175,-1,-1
ecoli-0-4-6_vs_5,20,0.9891304347826088,0.8239130434782609,0.8239130434782609,-1,-1
ecoli-0-4-6_vs_5,21,0.9782608695652174,0.9565217391304348,0.9565217391304348,-1,-1
ecoli-0-4-6_vs_5,22,0.9891304347826088,0.8565217391304348,0.8673913043478261,-1,-1
ecoli-0-4-6_vs_5,23,0.9891304347826088,0.9239130434782609,0.9347826086956521,-1,-1
ecoli-0-4-6_vs_5,24,0.9673913043478262,0.9239130434782609,0.9239130434782609,-1,-1
ecoli-0-4-6_vs_5,25,0.9565217391304348,0.9347826086956521,0.9565217391304348,-1,-1
ecoli-0-4-6_vs_5,26,0.9782608695652174,0.9239130434782609,0.9347826086956521,-1,-1
ecoli-0-4-6_vs_5,27,0.9782608695652174,0.7347826086956522,0.7347826086956522,-1,-1
ecoli-0-4-6_vs_5,28,0.9782608695652174,0.9891304347826088,0.9891304347826088,-1,-1
ecoli-0-4-6_vs_5,29,0.9782608695652174,1.0,1.0,-1,-1
ecoli-0-4-6_vs_5,30,0.9673913043478262,0.7891304347826087,0.8891304347826087,-1,-1
ecoli-0-6-7_vs_3-5,0,0.97,0.7000000000000002,0.8500000000000001,-1,-1
ecoli-0-6-7_vs_3-5,1,0.98,0.91,0.91,-1,-1
ecoli-0-6-7_vs_3-5,2,0.9500000000000001,0.8400000000000001,0.8500000000000001,-1,-1
ecoli-0-6-7_vs_3-5,3,0.99,0.94,0.98,-1,-1
ecoli-0-6-7_vs_3-5,4,0.97,0.88,0.88,-1,-1
ecoli-0-6-7_vs_3-5,5,0.9600000000000001,0.9199999999999999,0.9299999999999999,-1,-1
ecoli-0-6-7_vs_3-5,6,0.97,0.9,0.9299999999999999,-1,-1
ecoli-0-6-7_vs_3-5,7,0.97,0.9600000000000001,0.98,-1,-1
